segment_id,num_securities,num_1s_intervals,first_ts_s,last_ts_s,trading_hours,avg_spread_bps,median_spread_bps,min_spread_bps,max_spread_bps,total_updates,total_cancels,updates_per_sec,avg_total_depth_l1,num_two_sided_quotes,num_ask_only_quotes,num_bid_only_quotes
48,1,2725,1606809697,1606840200,8.473055555555556,33.49453029808888,35.0312208985246,-64.23390304898578,101.31791377773942,2032.0,0.0,0.0666163983870439,10.0,2725.0,0.0,0.0
589,6,153058,1606781706,1606856400,20.748333333333335,11.97131980403427,2.614135001400429,-77142.85714285714,56190.47619047618,3301758.0,0.0,44.203791469194314,5.207254766167074,153054.0,4.0,0.0
688,246,974894,1606781709,1606856400,20.7475,-178.98391713161357,11.45475372279431,-20545.940295040076,20573.57617808615,3139530.0,0.0,42.03357834277222,3053.904474742895,966341.0,142.0,8411.0
702,2,344,1606806120,1606845489,10.935833333333333,1.250793820912999,1.491832218603204,0.49730213591222144,1.9894558838167942,592.0,0.0,0.015037212019609338,397.44767441860466,341.0,3.0,0.0
821,33,121771,1606806267,1606856400,13.925833333333333,449.5553064576441,444.4444444444438,-340000.0000000001,139999.99999999994,314400.0,0.0,6.271318293339716,218.4854850498066,121574.0,49.0,116.0
1209,7,7,1606806120,1606806120,0.0,,,,,12.0,0.0,,19.285714285714285,0.0,7.0,0.0
