segment_id,security_id,ts_s,avg_spread_bps,min_spread_bps,max_spread_bps,avg_spread_abs,avg_imbalance,avg_microprice,total_bid_size,total_ask_size,avg_bid_size,avg_ask_size,total_updates,total_cancels,min_bid,max_ask,avg_bid,avg_ask,num_1s_intervals
48,2788279,1606809929.0,35.0312208985246,35.0312208985246,35.0312208985246,0.9442000000000235,0.0,269.83093333333335,5.0,5.0,5.0,5.0,2.0,0.0,269.0589,270.0031,269.0589,270.0031,1
48,2788279,1606809932.0,29.180983602184117,29.180983602184117,29.180983602184117,0.7875999999999976,0.0,270.1615,5.0,5.0,5.0,5.0,,,269.508,270.2956,269.508,270.2956,1
48,2788279,1606809946.0,35.03205604981153,35.03205604981153,35.03205604981153,0.9479000000000042,0.0,270.5807333333333,5.0,5.0,5.0,5.0,,,270.1068,271.0547,270.1068,271.0547,1
48,2788279,1606809957.0,35.0301876490617,35.0301876490617,35.0301876490617,0.9488999999999805,0.0,270.51550000000003,5.0,5.0,5.0,5.0,,,270.4062,271.3551,270.4062,271.3551,1
48,2788279,1606809958.0,35.03112133200972,35.03112133200972,35.03112133200972,0.9483999999999924,0.0,270.78068333333334,5.0,5.0,5.0,5.0,,,270.2565,271.2049,270.2565,271.2049,1
48,2788279,1606809963.0,35.032951082451795,35.032951082451795,35.032951082451795,0.9495000000000005,0.0,271.0306,5.0,5.0,5.0,5.0,,,270.5558,271.5053,270.5558,271.5053,1
48,2788279,1606809965.0,35.032004501796536,35.032004501796536,35.032004501796536,0.9499999999999886,0.0,271.0806166666667,5.0,5.0,5.0,5.0,,,270.7056,271.6556,270.7056,271.6556,1
48,2788279,1606809970.0,34.7471999914302,34.7471999914302,34.7471999914302,0.9406999999999925,0.0,270.8114166666667,5.0,5.0,5.0,5.0,,,270.2565,271.1972,270.2565,271.1972,1
48,2788279,1606809975.0,35.999409724786,35.999409724786,35.999409724786,0.9758000000000493,0.0,270.92521666666664,5.0,5.0,5.0,5.0,,,270.5721,271.5479,270.5721,271.5479,1
48,2788279,1606809985.0,35.032951082451795,35.032951082451795,35.032951082451795,0.9495000000000005,0.0,270.93061666666665,5.0,5.0,5.0,5.0,,,270.5558,271.5053,270.5558,271.5053,1
48,2788279,1606809991.0,35.0301876490617,35.0301876490617,35.0301876490617,0.9488999999999805,0.0,270.93061666666665,5.0,5.0,5.0,5.0,4.0,0.0,270.4062,271.3551,270.4062,271.3551,1
48,2788279,1606810045.0,35.99423737578969,35.99423737578969,35.99423737578969,0.9744000000000028,0.0,270.7418833333333,5.0,5.0,5.0,5.0,,,270.2228,271.1972,270.2228,271.1972,1
48,2788279,1606810047.0,12.603538958558628,12.603538958558628,12.603538958558628,0.34140000000002146,0.0,270.76115000000004,5.0,5.0,5.0,5.0,,,270.7056,271.047,270.7056,271.047,1
48,2788279,1606810050.0,35.0301876490617,35.0301876490617,35.0301876490617,0.9488999999999805,0.0,270.8904333333333,5.0,5.0,5.0,5.0,,,270.4062,271.3551,270.4062,271.3551,1
48,2788279,1606810061.0,35.0301876490617,35.0301876490617,35.0301876490617,0.9488999999999805,0.0,270.8918666666667,5.0,5.0,5.0,5.0,,,270.4062,271.3551,270.4062,271.3551,1
48,2788279,1606810064.0,35.999409724786,35.999409724786,35.999409724786,0.9758000000000493,0.0,270.9752,5.0,5.0,5.0,5.0,,,270.5721,271.5479,270.5721,271.5479,1
48,2788279,1606810083.0,35.032004501796536,35.032004501796536,35.032004501796536,0.9499999999999886,0.0,271.1306,5.0,5.0,5.0,5.0,,,270.7056,271.6556,270.7056,271.6556,1
48,2788279,1606810102.0,35.032951082451795,35.032951082451795,35.032951082451795,0.9495000000000005,0.0,271.04036666666667,5.0,5.0,5.0,5.0,,,270.5558,271.5053,270.5558,271.5053,1
48,2788279,1606810103.0,35.032897643267646,35.032897643267646,35.032897643267646,0.9515999999999849,0.0,271.38048333333336,5.0,5.0,5.0,5.0,,,271.1546,272.1062,271.1546,272.1062,1
48,2788279,1606810105.0,35.03014028631971,35.03014028631971,35.03014028631971,0.9510000000000218,0.0,271.38048333333336,5.0,5.0,5.0,5.0,,,271.005,271.956,271.005,271.956,1
48,2788279,1606810109.0,35.032897643267646,35.032897643267646,35.032897643267646,0.9515999999999849,0.0,271.3305166666667,5.0,5.0,5.0,5.0,2.0,0.0,271.1546,272.1062,271.1546,272.1062,1
48,2788279,1606810116.0,35.03014028631971,35.03014028631971,35.03014028631971,0.9510000000000218,0.0,271.29035,5.0,5.0,5.0,5.0,,,271.005,271.956,271.005,271.956,1
48,2788279,1606810173.0,35.03112133200972,35.03112133200972,35.03112133200972,0.9483999999999924,0.0,270.7405,5.0,5.0,5.0,5.0,,,270.2565,271.2049,270.2565,271.2049,1
48,2788279,1606810186.0,35.032004501796536,35.032004501796536,35.032004501796536,0.9499999999999886,0.0,271.0806166666667,5.0,5.0,5.0,5.0,,,270.7056,271.6556,270.7056,271.6556,1
48,2788279,1606810187.0,29.2297412340709,29.2297412340709,29.2297412340709,0.7932999999999879,0.0,271.2113833333333,5.0,5.0,5.0,5.0,,,271.005,271.7983,271.005,271.7983,1
48,2788279,1606810189.0,35.03023522203771,35.03023522203771,35.03023522203771,0.9468000000000529,0.0,270.4807666666667,5.0,5.0,5.0,5.0,,,269.8074,270.7542,269.8074,270.7542,1
48,2788279,1606810211.0,35.03023522203771,35.03023522203771,35.03023522203771,0.9468000000000529,0.0,270.53075,5.0,5.0,5.0,5.0,,,269.8074,270.7542,269.8074,270.7542,1
48,2788279,1606810214.0,35.03023522203771,35.03023522203771,35.03023522203771,0.9468000000000529,0.0,271.4804833333333,5.0,5.0,5.0,5.0,,,269.8074,270.7542,269.8074,270.7542,1
48,2788279,1606810306.0,35.0301876490617,35.0301876490617,35.0301876490617,0.9488999999999805,0.0,271.53049999999996,5.0,5.0,5.0,5.0,,,270.4062,271.3551,270.4062,271.3551,1
48,2788279,1606810324.0,35.03112133200972,35.03112133200972,35.03112133200972,0.9483999999999924,0.0,270.6807166666667,5.0,5.0,5.0,5.0,,,270.2565,271.2049,270.2565,271.2049,1
48,2788279,1606810327.0,34.7471999914302,34.7471999914302,34.7471999914302,0.9406999999999925,0.0,270.76143333333334,5.0,5.0,5.0,5.0,4.0,0.0,270.2565,271.1972,270.2565,271.1972,1
48,2788279,1606810329.0,35.03205604981153,35.03205604981153,35.03205604981153,0.9479000000000042,0.0,270.63073333333335,5.0,5.0,5.0,5.0,,,270.1068,271.0547,270.1068,271.0547,1
48,2788279,1606810345.0,35.999408633946125,35.999408633946125,35.999408633946125,0.9740000000000464,0.0,270.5919,5.0,5.0,5.0,5.0,,,270.073,271.047,270.073,271.047,1
48,2788279,1606810358.0,35.03023522203771,35.03023522203771,35.03023522203771,0.9468000000000529,0.0,270.38079999999997,5.0,5.0,5.0,5.0,,,269.8074,270.7542,269.8074,270.7542,1
48,2788279,1606810359.0,35.03117100471893,35.03117100471893,35.03117100471893,0.9463000000000079,0.0,270.3308,5.0,5.0,5.0,5.0,,,269.6577,270.604,269.6577,270.604,1
48,2788279,1606810361.0,35.99644917887335,35.99644917887335,35.99644917887335,0.9732000000000198,0.0,270.35026666666664,5.0,5.0,5.0,5.0,,,269.8734,270.8466,269.8734,270.8466,1
48,2788279,1606810383.0,34.74506419294768,34.74506419294768,34.74506419294768,0.9395999999999844,0.0,270.5114833333334,5.0,5.0,5.0,5.0,,,269.9571,270.8967,269.9571,270.8967,1
48,2788279,1606810388.0,35.03299180418647,35.03299180418647,35.03299180418647,0.9473999999999592,0.0,270.43078333333335,5.0,5.0,5.0,5.0,,,269.9571,270.9045,269.9571,270.9045,1
48,2788279,1606810389.0,35.03299180418647,35.03299180418647,35.03299180418647,0.9473999999999592,0.0,270.4807833333333,5.0,5.0,5.0,5.0,,,269.9571,270.9045,269.9571,270.9045,1
48,2788279,1606810392.0,35.03205604981153,35.03205604981153,35.03205604981153,0.9479000000000042,0.0,270.5307666666667,5.0,5.0,5.0,5.0,,,270.1068,271.0547,270.1068,271.0547,1
48,2788279,1606810393.0,35.03205604981153,35.03205604981153,35.03205604981153,0.9479000000000042,0.0,270.44883333333337,5.0,5.0,5.0,5.0,8.0,0.0,270.1068,271.0547,270.1068,271.0547,1
48,2788279,1606810402.0,35.03205604981153,35.03205604981153,35.03205604981153,0.9479000000000042,0.0,270.50713333333334,5.0,5.0,5.0,5.0,,,270.1068,271.0547,270.1068,271.0547,1
48,2788279,1606810832.0,35.03028300664217,35.03028300664217,35.03028300664217,0.9447000000000116,0.0,270.14883333333336,5.0,5.0,5.0,5.0,,,269.2086,270.1533,269.2086,270.1533,1
48,2788279,1606810836.0,35.03023522203771,35.03023522203771,35.03023522203771,0.9468000000000529,0.0,270.2308333333333,5.0,5.0,5.0,5.0,,,269.8074,270.7542,269.8074,270.7542,1
48,2788279,1606810882.0,29.483386050929592,29.483386050929592,29.483386050929592,0.7971000000000004,0.0,270.28073333333333,5.0,5.0,5.0,5.0,,,269.9571,270.7542,269.9571,270.7542,1
48,2788279,1606810887.0,35.03299180418647,35.03299180418647,35.03299180418647,0.9473999999999592,0.0,270.2308333333333,5.0,5.0,5.0,5.0,,,269.9571,270.9045,269.9571,270.9045,1
48,2788279,1606810891.0,32.58846470396353,32.58846470396353,32.58846470396353,0.8813999999999851,0.0,270.24445,5.0,5.0,5.0,5.0,,,270.0231,270.9045,270.0231,270.9045,1
48,2788279,1606810903.0,37.8460273598709,37.8460273598709,37.8460273598709,1.023300000000006,0.0,270.2253333333333,5.0,5.0,5.0,5.0,,,269.8734,270.8967,269.8734,270.8967,1
48,2788279,1606810921.0,35.03205604981153,35.03205604981153,35.03205604981153,0.9479000000000042,0.0,270.38079999999997,5.0,5.0,5.0,5.0,,,270.1068,271.0547,270.1068,271.0547,1
48,2788279,1606810931.0,35.03205604981153,35.03205604981153,35.03205604981153,0.9479000000000042,0.0,270.4307833333333,5.0,5.0,5.0,5.0,,,270.1068,271.0547,270.1068,271.0547,1
48,2788279,1606810941.0,35.03299180418647,35.03299180418647,35.03299180418647,0.9473999999999592,0.0,270.28083333333336,5.0,5.0,5.0,5.0,6.0,0.0,269.9571,270.9045,269.9571,270.9045,1
48,2788279,1606810944.0,34.742147775115875,34.742147775115875,34.742147775115875,0.9390000000000214,0.0,270.2115333333333,5.0,5.0,5.0,5.0,,,269.8074,270.7464,269.8074,270.7464,1
48,2788279,1606810979.0,37.84483174924889,37.84483174924889,37.84483174924889,1.0226999999999862,0.0,270.2586166666667,5.0,5.0,5.0,5.0,,,269.7237,270.7464,269.7237,270.7464,1
48,2788279,1606810990.0,35.03023522203771,35.03023522203771,35.03023522203771,0.9468000000000529,0.0,270.24885,5.0,5.0,5.0,5.0,,,269.8074,270.7542,269.8074,270.7542,1
48,2788279,1606810991.0,35.03023522203771,35.03023522203771,35.03023522203771,0.9468000000000529,0.0,270.2308166666666,5.0,5.0,5.0,5.0,,,269.8074,270.7542,269.8074,270.7542,1
48,2788279,1606810993.0,35.99496780877698,35.99496780877698,35.99496780877698,0.9728000000000065,0.0,270.19195,5.0,5.0,5.0,5.0,,,269.7736,270.7464,269.7736,270.7464,1
48,2788279,1606811047.0,29.18930021733782,29.18930021733782,29.18930021733782,0.7887000000000057,0.0,270.01155,5.0,5.0,5.0,5.0,,,269.8074,270.5961,269.8074,270.5961,1
48,2788279,1606811074.0,37.8456289704202,37.8456289704202,37.8456289704202,1.0230999999999995,0.0,270.04201666666665,5.0,5.0,5.0,5.0,,,269.8235,270.8466,269.8235,270.8466,1
48,2788279,1606811084.0,35.99496780877698,35.99496780877698,35.99496780877698,0.9728000000000065,0.0,270.07391666666666,5.0,5.0,5.0,5.0,,,269.7736,270.7464,269.7736,270.7464,1
48,2788279,1606811093.0,29.48124336385251,29.48124336385251,29.48124336385251,0.7966000000000122,0.0,270.03355000000005,5.0,5.0,5.0,5.0,,,269.8074,270.604,269.8074,270.604,1
48,2788279,1606811140.0,35.03210782688774,35.03210782688774,35.03210782688774,0.9458000000000197,0.0,270.11693333333335,5.0,5.0,5.0,5.0,2.0,0.0,269.508,270.4538,269.508,270.4538,1
48,2788279,1606811143.0,35.03117100471893,35.03117100471893,35.03117100471893,0.9463000000000079,0.0,269.98089999999996,5.0,5.0,5.0,5.0,,,269.6577,270.604,269.6577,270.604,1
48,2788279,1606811145.0,35.99792561860917,35.99792561860917,35.99792561860917,0.9717999999999734,0.0,269.94196666666664,5.0,5.0,5.0,5.0,,,269.4741,270.4459,269.4741,270.4459,1
48,2788279,1606811146.0,35.99792561860917,35.99792561860917,35.99792561860917,0.9717999999999734,0.0,269.94196666666664,5.0,5.0,5.0,5.0,,,269.4741,270.4459,269.4741,270.4459,1
48,2788279,1606811150.0,35.03117100471893,35.03117100471893,35.03117100471893,0.9463000000000079,0.0,270.13085,5.0,5.0,5.0,5.0,,,269.6577,270.604,269.6577,270.604,1
48,2788279,1606811175.0,35.99718945305376,35.99718945305376,35.99718945305376,0.9734000000000265,0.0,270.24196666666666,5.0,5.0,5.0,5.0,,,269.9233,270.8967,269.9233,270.8967,1
48,2788279,1606811176.0,35.03210782688774,35.03210782688774,35.03210782688774,0.9458000000000197,0.0,270.0308833333333,5.0,5.0,5.0,5.0,,,269.508,270.4538,269.508,270.4538,1
48,2788279,1606811177.0,35.99792561860917,35.99792561860917,35.99792561860917,0.9717999999999734,0.0,269.94196666666664,5.0,5.0,5.0,5.0,,,269.4741,270.4459,269.4741,270.4459,1
48,2788279,1606811179.0,35.03210782688774,35.03210782688774,35.03210782688774,0.9458000000000197,0.0,269.98089999999996,5.0,5.0,5.0,5.0,,,269.508,270.4538,269.508,270.4538,1
48,2788279,1606811180.0,28.882064164096512,28.882064164096512,28.882064164096512,0.7799999999999727,0.0,270.0029,5.0,5.0,5.0,5.0,,,269.6738,270.4538,269.6738,270.4538,1
48,2788279,1606811184.0,35.03117100471893,35.03117100471893,35.03117100471893,0.9463000000000079,0.0,270.0308833333333,5.0,5.0,5.0,5.0,2.0,0.0,269.6577,270.604,269.6577,270.604,1
48,2788279,1606811185.0,35.03210782688774,35.03210782688774,35.03210782688774,0.9458000000000197,0.0,269.9309166666667,5.0,5.0,5.0,5.0,,,269.508,270.4538,269.508,270.4538,1
48,2788279,1606811228.0,34.739228118339994,34.739228118339994,34.739228118339994,0.9384000000000015,0.0,270.16151666666667,5.0,5.0,5.0,5.0,,,269.6577,270.5961,269.6577,270.5961,1
48,2788279,1606811240.0,29.18930021733782,29.18930021733782,29.18930021733782,0.7887000000000057,0.0,270.11153333333334,5.0,5.0,5.0,5.0,,,269.8074,270.5961,269.8074,270.5961,1
48,2788279,1606811256.0,29.18930021733782,29.18930021733782,29.18930021733782,0.7887000000000057,0.0,270.16151666666667,5.0,5.0,5.0,5.0,,,269.8074,270.5961,269.8074,270.5961,1
48,2788279,1606811268.0,35.03117100471893,35.03117100471893,35.03117100471893,0.9463000000000079,0.0,270.14051666666666,5.0,5.0,5.0,5.0,,,269.6577,270.604,269.6577,270.604,1
48,2788279,1606811279.0,35.03299180418647,35.03299180418647,35.03299180418647,0.9473999999999592,0.0,270.19885,5.0,5.0,5.0,5.0,,,269.9571,270.9045,269.9571,270.9045,1
48,2788279,1606811286.0,35.03210782688774,35.03210782688774,35.03210782688774,0.9458000000000197,0.0,270.18084999999996,5.0,5.0,5.0,5.0,,,269.508,270.4538,269.508,270.4538,1
48,2788279,1606811287.0,35.99792561860917,35.99792561860917,35.99792561860917,0.9717999999999734,0.0,270.09191666666663,5.0,5.0,5.0,5.0,,,269.4741,270.4459,269.4741,270.4459,1
48,2788279,1606811303.0,40.58819726345577,40.58819726345577,40.58819726345577,1.0955000000000155,0.0,270.0059333333333,5.0,5.0,5.0,5.0,,,269.3583,270.4538,269.3583,270.4538,1
48,2788279,1606811307.0,35.03210782688774,35.03210782688774,35.03210782688774,0.9458000000000197,0.0,270.05591666666663,5.0,5.0,5.0,5.0,2.0,0.0,269.508,270.4538,269.508,270.4538,1
48,2788279,1606811309.0,37.847453437527015,37.847453437527015,37.847453437527015,1.0205000000000268,0.0,269.8253,5.0,5.0,5.0,5.0,,,269.1248,270.1453,269.1248,270.1453,1
48,2788279,1606811313.0,35.03215983455327,35.03215983455327,35.03215983455327,0.9436999999999784,0.0,269.73095,5.0,5.0,5.0,5.0,,,268.9092,269.8529,268.9092,269.8529,1
48,2788279,1606811332.0,35.99643599643652,35.99643599643652,35.99643599643652,0.969600000000014,0.0,269.7419166666667,5.0,5.0,5.0,5.0,,,268.8752,269.8448,268.8752,269.8448,1
48,2788279,1606811335.0,35.03309981647701,35.03309981647701,35.03309981647701,0.9431999999999903,0.0,269.68098333333336,5.0,5.0,5.0,5.0,,,268.7595,269.7027,268.7595,269.7027,1
48,2788279,1606811337.0,35.03033100429463,35.03033100429463,35.03033100429463,0.9425999999999704,0.0,269.531,5.0,5.0,5.0,5.0,,,268.6098,269.5524,268.6098,269.5524,1
48,2788279,1606811367.0,35.998031357660366,35.998031357660366,35.998031357660366,0.9728000000000065,0.0,269.41203333333334,5.0,5.0,5.0,5.0,,,269.7506,270.7234,269.7506,270.7234,1
48,2788279,1606811371.0,35.03309981647701,35.03309981647701,35.03309981647701,0.9431999999999903,0.0,269.50101666666666,5.0,5.0,5.0,5.0,,,268.7595,269.7027,268.7595,269.7027,1
48,2788279,1606811395.0,35.03309981647701,35.03309981647701,35.03309981647701,0.9431999999999903,0.0,269.4810166666667,5.0,5.0,5.0,5.0,,,268.7595,269.7027,268.7595,269.7027,1
48,2788279,1606811403.0,35.0312208985246,35.0312208985246,35.0312208985246,0.9442000000000235,0.0,269.63098333333335,5.0,5.0,5.0,5.0,,,269.0589,270.0031,269.0589,270.0031,1
48,2788279,1606811446.0,34.72905763537841,34.72905763537841,34.72905763537841,0.9350000000000023,0.0,269.5323,5.0,5.0,5.0,5.0,8.0,0.0,268.7595,269.6945,268.7595,269.6945,1
48,2788279,1606811457.0,35.03023522203771,35.03023522203771,35.03023522203771,0.9468000000000529,0.0,269.7588166666667,5.0,5.0,5.0,5.0,,,269.8074,270.7542,269.8074,270.7542,1
48,2788279,1606811476.0,34.137469893860896,34.137469893860896,34.137469893860896,0.9191000000000145,0.0,269.5836,5.0,5.0,5.0,5.0,,,268.7754,269.6945,268.7754,269.6945,1
48,2788279,1606811486.0,35.0312208985246,35.0312208985246,35.0312208985246,0.9442000000000235,0.0,269.78095,5.0,5.0,5.0,5.0,,,269.0589,270.0031,269.0589,270.0031,1
48,2788279,1606811487.0,35.0312208985246,35.0312208985246,35.0312208985246,0.9442000000000235,0.0,269.78095,5.0,5.0,5.0,5.0,,,269.0589,270.0031,269.0589,270.0031,1
48,2788279,1606811495.0,29.172648481454765,29.172648481454765,29.172648481454765,0.7864999999999895,0.0,269.81156666666664,5.0,5.0,5.0,5.0,,,269.2086,269.9951,269.2086,269.9951,1
48,2788279,1606811524.0,35.03028300664217,35.03028300664217,35.03028300664217,0.9447000000000116,0.0,269.83091666666667,5.0,5.0,5.0,5.0,,,269.2086,270.1533,269.2086,270.1533,1
48,2788279,1606811525.0,35.0312208985246,35.0312208985246,35.0312208985246,0.9442000000000235,0.0,269.6809666666667,5.0,5.0,5.0,5.0,,,269.0589,270.0031,269.0589,270.0031,1
48,2788279,1606811526.0,35.0312208985246,35.0312208985246,35.0312208985246,0.9442000000000235,0.0,269.83091666666667,5.0,5.0,5.0,5.0,,,269.0589,270.0031,269.0589,270.0031,1
48,2788279,1606811553.0,35.03215983455327,35.03215983455327,35.03215983455327,0.9436999999999784,0.0,269.73095,5.0,5.0,5.0,5.0,,,268.9092,269.8529,268.9092,269.8529,1
48,2788279,1606811554.0,35.03215983455327,35.03215983455327,35.03215983455327,0.9436999999999784,0.0,269.78095,5.0,5.0,5.0,5.0,2.0,0.0,268.9092,269.8529,268.9092,269.8529,1
48,2788279,1606811555.0,37.84825146008957,37.84825146008957,37.84825146008957,1.0208999999999833,0.0,269.89195000000007,5.0,5.0,5.0,5.0,,,269.2246,270.2455,269.2246,270.2455,1
48,2788279,1606811560.0,35.03028300664217,35.03028300664217,35.03028300664217,0.9447000000000116,0.0,270.03088333333335,5.0,5.0,5.0,5.0,,,269.2086,270.1533,269.2086,270.1533,1
48,2788279,1606811563.0,35.033045690275024,35.033045690275024,35.033045690275024,0.9453000000000316,0.0,269.98089999999996,5.0,5.0,5.0,5.0,,,269.3583,270.3036,269.3583,270.3036,1
48,2788279,1606811573.0,35.99643599643652,35.99643599643652,35.99643599643652,0.969600000000014,0.0,269.79190000000006,5.0,5.0,5.0,5.0,,,268.8752,269.8448,268.8752,269.8448,1
48,2788279,1606811593.0,35.0312208985246,35.0312208985246,35.0312208985246,0.9442000000000235,0.0,269.78095,5.0,5.0,5.0,5.0,,,269.0589,270.0031,269.0589,270.0031,1
48,2788279,1606811594.0,34.73492451591066,34.73492451591066,34.73492451591066,0.9361999999999853,0.0,269.86156666666665,5.0,5.0,5.0,5.0,,,269.0589,269.9951,269.0589,269.9951,1
48,2788279,1606811596.0,38.14997306940652,38.14997306940652,38.14997306940652,1.028099999999995,0.0,269.7445666666666,5.0,5.0,5.0,5.0,,,268.975,270.0031,268.975,270.0031,1
48,2788279,1606811605.0,35.03215983455327,35.03215983455327,35.03215983455327,0.9436999999999784,0.0,269.78095,5.0,5.0,5.0,5.0,,,268.9092,269.8529,268.9092,269.8529,1
48,2788279,1606811607.0,35.0312208985246,35.0312208985246,35.0312208985246,0.9442000000000235,0.0,269.78095,5.0,5.0,5.0,5.0,,,269.0589,270.0031,269.0589,270.0031,1
48,2788279,1606811609.0,35.03028300664217,35.03028300664217,35.03028300664217,0.9447000000000116,0.0,269.98088333333334,5.0,5.0,5.0,5.0,6.0,0.0,269.2086,270.1533,269.2086,270.1533,1
48,2788279,1606811622.0,37.85327855451646,37.85327855451646,37.85327855451646,1.019900000000007,0.0,269.79895,5.0,5.0,5.0,5.0,,,268.9251,269.945,268.9251,269.945,1
48,2788279,1606811625.0,35.0312208985246,35.0312208985246,35.0312208985246,0.9442000000000235,0.0,269.78095,5.0,5.0,5.0,5.0,,,269.0589,270.0031,269.0589,270.0031,1
48,2788279,1606811626.0,35.0312208985246,35.0312208985246,35.0312208985246,0.9442000000000235,0.0,269.9309,5.0,5.0,5.0,5.0,,,269.0589,270.0031,269.0589,270.0031,1
48,2788279,1606811649.0,35.0312208985246,35.0312208985246,35.0312208985246,0.9442000000000235,0.0,269.8809166666667,5.0,5.0,5.0,5.0,,,269.0589,270.0031,269.0589,270.0031,1
48,2788279,1606811650.0,35.0312208985246,35.0312208985246,35.0312208985246,0.9442000000000235,0.0,269.8809166666667,5.0,5.0,5.0,5.0,,,269.0589,270.0031,269.0589,270.0031,1
48,2788279,1606811651.0,34.13983613101178,34.13983613101178,34.13983613101178,0.9207000000000107,0.0,269.9336,5.0,5.0,5.0,5.0,,,269.2246,270.1453,269.2246,270.1453,1
48,2788279,1606811654.0,34.73707870915019,34.73707870915019,34.73707870915019,0.9372999999999934,0.0,270.06153333333333,5.0,5.0,5.0,5.0,,,269.3583,270.2956,269.3583,270.2956,1
48,2788279,1606811657.0,34.73707870915019,34.73707870915019,34.73707870915019,0.9372999999999934,0.0,270.11151666666666,5.0,5.0,5.0,5.0,,,269.3583,270.2956,269.3583,270.2956,1
48,2788279,1606811662.0,35.99866671604681,35.99866671604681,35.99866671604681,0.97199999999998,0.0,270.12525,5.0,5.0,5.0,5.0,,,269.524,270.496,269.524,270.496,1
48,2788279,1606811666.0,35.03117100471893,35.03117100471893,35.03117100471893,0.9463000000000079,0.0,270.23074999999994,5.0,5.0,5.0,5.0,4.0,0.0,269.6577,270.604,269.6577,270.604,1
48,2788279,1606811671.0,35.03117100471893,35.03117100471893,35.03117100471893,0.9463000000000079,0.0,270.23074999999994,5.0,5.0,5.0,5.0,,,269.6577,270.604,269.6577,270.604,1
48,2788279,1606811686.0,35.03117100471893,35.03117100471893,35.03117100471893,0.9463000000000079,0.0,270.23081666666667,5.0,5.0,5.0,5.0,,,269.6577,270.604,269.6577,270.604,1
48,2788279,1606811786.0,35.03299180418647,35.03299180418647,35.03299180418647,0.9473999999999592,0.0,270.38079999999997,5.0,5.0,5.0,5.0,,,269.9571,270.9045,269.9571,270.9045,1
48,2788279,1606811798.0,35.03205604981153,35.03205604981153,35.03205604981153,0.9479000000000042,0.0,270.3308166666667,5.0,5.0,5.0,5.0,,,270.1068,271.0547,270.1068,271.0547,1
48,2788279,1606811834.0,35.03117100471893,35.03117100471893,35.03117100471893,0.9463000000000079,0.0,270.4905166666666,5.0,5.0,5.0,5.0,,,269.6577,270.604,269.6577,270.604,1
48,2788279,1606811837.0,35.03112133200972,35.03112133200972,35.03112133200972,0.9483999999999924,0.0,270.53075,5.0,5.0,5.0,5.0,,,270.2565,271.2049,270.2565,271.2049,1
48,2788279,1606811845.0,35.03112133200972,35.03112133200972,35.03112133200972,0.9483999999999924,0.0,270.4307833333333,5.0,5.0,5.0,5.0,,,270.2565,271.2049,270.2565,271.2049,1
48,2788279,1606811939.0,35.03112133200972,35.03112133200972,35.03112133200972,0.9483999999999924,0.0,270.38079999999997,5.0,5.0,5.0,5.0,,,270.2565,271.2049,270.2565,271.2049,1
48,2788279,1606811940.0,29.209565523406862,29.209565523406862,29.209565523406862,0.7909999999999968,0.0,270.4615166666666,5.0,5.0,5.0,5.0,,,270.4062,271.1972,270.4062,271.1972,1
48,2788279,1606811941.0,37.84222167699499,37.84222167699499,37.84222167699499,1.0249000000000024,0.0,270.5253333333333,5.0,5.0,5.0,5.0,4.0,0.0,270.3226,271.3475,270.3226,271.3475,1
